"Locus.1","Locus.2","p.val.Bird's Head-Summer_adj","p.val.Bird's Head-Winter_adj","p.val.HaevoSI-Summer_adj","p.val.HaevoSI-Winter_adj","p.val.In-water, CA_adj","p.val.In-water, Indonesia_adj","p.val.IsabelSI-South_adj","p.val.Malaysia_adj","p.val.PNG_adj","num.sig.adj.p"
"Dc16747","locus314",1,1,NA,NA,1,NA,1,NA,1,0
"Dc16747","locus321",0.866448,0.937338,NA,NA,0.937338,NA,0.37839,NA,0.937338,0
"Dc16747","locus322",1,1,NA,NA,1,NA,1,NA,1,0
"Dc16747","locus323",0.49926,1,NA,NA,1,NA,1,NA,1,0
"Dc16747","locus329",1,1,NA,NA,0.28508,NA,1,NA,0.679808,0
"Dc16747","locus332",1,1,1,NA,1,NA,1,NA,1,0
"Dc16747","locus358",1,1,NA,NA,1,NA,1,NA,1,0
"Dc16747","locus359",1,1,NA,NA,1,NA,1,NA,1,0
"Dc16747","locus360",1,1,NA,NA,1,NA,0.60558,NA,1,0
"Dc18951","Dc20232",1,1,NA,NA,1,1,1,1,0.531832,0
"Dc18951","Dc22883",0.88544,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","Dc22887",0.47466,0.50245,NA,NA,1,NA,1,1,1,0
"Dc18951","Dc27955",0.38388,1,NA,NA,1,1,1,NA,1,0
"Dc18951","Dc28124",1,1,NA,NA,1,NA,1,1,1,0
"Dc18951","Dc28776",1,1,NA,NA,1,NA,0.880644,1,1,0
"Dc18951","Dc30071",1,1,NA,NA,1,1,0.86604,1,1,0
"Dc18951","Dc31007",1,NA,NA,NA,1,NA,1,NA,1,0
"Dc18951","Dc33714",1,0.127896,NA,NA,1,NA,1,1,1,0
"Dc18951","Dc33907",1,1,NA,NA,1,NA,1,1,1,0
"Dc18951","Dc34902",1,1,NA,NA,1,NA,1,1,1,0
"Dc18951","Dc35779",0.678244,1,NA,NA,1,1,1,1,1,0
"Dc18951","Dc36571",0.757056,1,NA,NA,1,NA,1,1,1,0
"Dc18951","Dc36616",1,1,NA,NA,1,1,1,1,1,0
"Dc18951","Dc40235",1,0.1446,NA,NA,1,NA,0.28379,1,1,0
"Dc18951","Dc41234",1,1,NA,NA,1,NA,NA,NA,1,0
"Dc18951","Dc46984",1,1,NA,NA,1,1,1,1,1,0
"Dc18951","Dc47572",1,1,1,NA,1,1,1,1,1,0
"Dc18951","Dc47935",1,1,NA,NA,1,NA,1,1,1,0
"Dc18951","Dc48207",1,1,NA,NA,1,1,1,1,1,0
"Dc18951","Dc48950",1,0.940968,NA,NA,1,NA,1,1,1,0
"Dc18951","Dc49080",1,1,NA,NA,1,NA,1,0.574116,1,0
"Dc18951","Dc49184",1,0.44346,NA,NA,1,NA,0.538496,0.603066,0.47033,0
"Dc18951","Dc51020",0.89646,1,NA,NA,1,NA,1,1,0.31212,0
"Dc18951","Dc52523",1,1,NA,NA,1,NA,1,1,1,0
"Dc18951","Dc55481",0.653508,1,NA,1,1,NA,1,NA,1,0
"Dc18951","Dc58248",1,0.281172,NA,1,1,NA,1,NA,1,0
"Dc18951","Dc62188",1,1,NA,1,1,NA,0.251844,NA,1,0
"Dc18951","Dc67011",1,0.220272,NA,1,1,NA,1,NA,1,0
"Dc18951","locus004",1,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus005",1,1,NA,1,0.853824,NA,1,NA,1,0
"Dc18951","locus006",1,1,NA,1,0.741264,NA,1,NA,0.741264,0
"Dc18951","locus008",1,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus013",1,0.349692,NA,0.349692,1,NA,1,NA,1,0
"Dc18951","locus014",1,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus022",1,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus024",1,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus025",0.704028,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus027",0.51638,0.254022,NA,NA,0.51638,NA,NA,NA,NA,0
"Dc18951","locus030",1,1,NA,NA,1,NA,1,NA,0.41639,0
"Dc18951","locus035",1,1,NA,NA,1,1,1,NA,1,0
"Dc18951","locus038",1,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus039",1,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus041",1,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus045",0.39308,1,NA,NA,0.572488,NA,1,NA,1,0
"Dc18951","locus047",1,1,NA,NA,1,NA,0.777648,NA,0.67343,0
"Dc18951","locus048",1,0.31838,NA,NA,1,NA,1,NA,0.86816,0
"Dc18951","locus055",1,1,NA,NA,1,NA,0.44602,NA,0.567952,0
"Dc18951","locus056",1,1,NA,1,1,1,1,NA,1,0
"Dc18951","locus058",1,0.767862,NA,0.229584,0.71975,NA,1,NA,0.738944,0
"Dc18951","locus060",1,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus061",0.917928,NA,NA,NA,0.917928,NA,0.917928,NA,0.917928,0
"Dc18951","locus062",1,1,NA,1,1,NA,0.997536,NA,1,0
"Dc18951","locus064",1,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus065",0.703008,1,NA,1,1,NA,1,NA,0.99944,0
"Dc18951","locus073",1,1,1,1,1,NA,1,NA,1,0
"Dc18951","locus074",1,1,1,1,1,NA,1,NA,1,0
"Dc18951","locus076",0.45989,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus077",1,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus080",1,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus083",0.14424,NA,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus088",1,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus093",0.666624,1,1,NA,1,NA,1,NA,0.666624,0
"Dc18951","locus096",1,1,1,NA,1,NA,1,NA,1,0
"Dc18951","locus098",1,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus100",0.790644,1,1,NA,1,NA,1,NA,1,0
"Dc18951","locus106",1,1,1,NA,1,NA,1,NA,1,0
"Dc18951","locus116",1,1,NA,NA,1,1,1,NA,1,0
"Dc18951","locus119",1,1,NA,NA,1,NA,0.93528,NA,1,0
"Dc18951","locus120",0.12432,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus128",1,0.084156,NA,1,1,NA,1,NA,0.6327,0
"Dc18951","locus129",1,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus134",1,1,NA,NA,1,1,1,NA,0.7587,0
"Dc18951","locus135",1,1,NA,0.858216,1,NA,1,NA,1,0
"Dc18951","locus137",0.59605,1,NA,1,1,NA,1,NA,0.180024,0
"Dc18951","locus139",0.380532,1,NA,1,1,NA,0.96649,NA,1,0
"Dc18951","locus140",0.370788,1,NA,1,1,NA,0.96017,NA,1,0
"Dc18951","locus146",1,1,1,1,1,NA,1,NA,1,0
"Dc18951","locus148",1,1,NA,1,1,NA,0.537204,NA,1,0
"Dc18951","locus151",1,NA,NA,1,1,NA,1,NA,1,0
"Dc18951","locus157",0.48558,NA,NA,NA,0.48558,NA,0.48558,NA,0.11388,0
"Dc18951","locus161",1,1,1,0.325122,1,NA,1,NA,1,0
"Dc18951","locus165",1,0.60358,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus170",0.25536,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus176",1,NA,NA,NA,1,NA,0.085256,NA,1,0
"Dc18951","locus184",1,1,1,1,1,NA,1,NA,1,0
"Dc18951","locus186",1,1,NA,1,1,NA,1,NA,1,0
"Dc18951","locus189",1,1,NA,1,1,NA,1,1,1,0
"Dc18951","locus190",1,1,NA,NA,1,NA,0.078264,1,1,0
"Dc18951","locus191",1,NA,NA,NA,1,NA,1,0.33149,1,0
"Dc18951","locus192",1,1,NA,NA,1,NA,1,0.568164,1,0
"Dc18951","locus195",0.852324,1,NA,NA,0.852324,NA,1,1,1,0
"Dc18951","locus202",1,0.148452,NA,NA,1,NA,1,0.573464,0.25556,0
"Dc18951","locus227",1,1,1,NA,1,NA,1,1,1,0
"Dc18951","locus231",1,0.264312,1,NA,0.572304,NA,0.49627,NA,1,0
"Dc18951","locus235",1,1,NA,NA,1,1,0.437822,1,1,0
"Dc18951","locus236",0.24288,1,NA,NA,1,NA,0.44221,1,1,0
"Dc18951","locus237",1,1,NA,NA,1,NA,0.434844,1,0.89161,0
"Dc18951","locus239",1,0.372912,NA,NA,1,NA,0.88289,1,1,0
"Dc18951","locus248",1,0.694896,NA,NA,0.71537,NA,0.785448,1,1,0
"Dc18951","locus256",0.195624,0.83216,NA,NA,0.430896,NA,0.06851,NA,0.83216,0
"Dc18951","locus263",1,1,NA,NA,1,NA,1,NA,0.67212,0
"Dc18951","locus264",1,0.823864,NA,NA,1,NA,1,NA,0.05372,0
"Dc18951","locus274",1,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus282",1,1,NA,NA,1,NA,1,NA,0.63367,0
"Dc18951","locus286",0.76351,1,NA,NA,1,NA,0.870896,NA,1,0
"Dc18951","locus291",1,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus292",0.88348,0.20061,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus296",1,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus301",0.05384,1,NA,NA,1,NA,0.397896,NA,1,0
"Dc18951","locus314",1,1,NA,NA,1,NA,0.43412,NA,1,0
"Dc18951","locus321",0.608952,0.936282,NA,NA,0.936282,NA,0.936282,NA,0.32526,0
"Dc18951","locus322",1,0.369976,NA,NA,0.14269,NA,0.369976,NA,1,0
"Dc18951","locus323",0.93572,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus329",1,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus332",1,1,1,NA,1,NA,1,NA,1,0
"Dc18951","locus358",1,1,NA,NA,1,NA,1,NA,1,0
"Dc18951","locus359",1,1,NA,NA,1,NA,0.17653,NA,1,0
"Dc18951","locus360",1,1,1,NA,1,NA,1,NA,1,0
"Dc20232","Dc22883",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","Dc22887",1,1,NA,NA,1,NA,1,1,1,0
"Dc20232","Dc27955",0.95108,0.95108,NA,NA,1,NA,1,NA,1,0
"Dc20232","Dc28124",0.56214,1,NA,NA,1,NA,1,1,1,0
"Dc20232","Dc28776",0.92006,1,NA,NA,1,NA,0.92006,1,0.2118,0
"Dc20232","Dc30071",1,1,NA,NA,1,NA,1,1,1,0
"Dc20232","Dc31007",0.32436,NA,NA,NA,1,NA,1,NA,1,0
"Dc20232","Dc33714",0.87506,1,NA,NA,1,NA,0.391296,1,1,0
"Dc20232","Dc33907",1,0.245004,NA,NA,1,NA,0.98845,1,1,0
"Dc20232","Dc34902",1,1,NA,NA,1,NA,0.455136,1,1,0
"Dc20232","Dc35779",1,1,NA,NA,1,1,1,1,1,0
"Dc20232","Dc36571",1,1,NA,NA,1,NA,1,1,1,0
"Dc20232","Dc36616",1,1,NA,NA,1,1,1,1,1,0
"Dc20232","Dc40235",1,1,NA,NA,1,NA,1,1,1,0
"Dc20232","Dc41234",1,1,NA,NA,1,NA,NA,NA,1,0
"Dc20232","Dc46984",1,1,NA,NA,1,1,1,1,1,0
"Dc20232","Dc47572",1,1,1,NA,1,1,1,1,1,0
"Dc20232","Dc47935",1,0.74864,NA,NA,1,NA,0.74864,0.71478,1,0
"Dc20232","Dc48207",1,1,NA,NA,1,1,1,1,1,0
"Dc20232","Dc48950",1,1,NA,NA,1,NA,0.392604,1,0.60947,0
"Dc20232","Dc49080",1,1,NA,NA,1,NA,1,1,1,0
"Dc20232","Dc49184",1,1,NA,NA,1,NA,1,1,0.933624,0
"Dc20232","Dc51020",1,1,NA,NA,1,NA,1,1,1,0
"Dc20232","Dc52523",0.74142,1,NA,NA,1,NA,1,1,1,0
"Dc20232","Dc55481",1,1,NA,1,1,NA,1,NA,0.988212,0
"Dc20232","Dc58248",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","Dc62188",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","Dc67011",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus003",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus004",1,1,NA,1,0.85302,NA,1,NA,1,0
"Dc20232","locus005",1,0.524258,NA,1,1,1,1,NA,1,0
"Dc20232","locus006",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus008",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus013",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus014",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus022",0.55938,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus024",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus025",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus027",1,1,1,NA,1,NA,NA,NA,NA,0
"Dc20232","locus030",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus035",1,1,NA,NA,1,1,1,NA,1,0
"Dc20232","locus038",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus039",0.546834,0.144784,NA,NA,1,NA,0.09562,NA,1,0
"Dc20232","locus040",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus041",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus045",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus047",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus048",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus053",0.088032,1,1,NA,1,NA,1,NA,1,0
"Dc20232","locus055",1,0.66107,NA,NA,1,NA,1,NA,0.86244,0
"Dc20232","locus056",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus058",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus060",1,1,NA,1,0.853368,NA,1,NA,1,0
"Dc20232","locus061",1,NA,1,NA,1,NA,1,NA,0.06417,0
"Dc20232","locus062",1,1,NA,1,1,NA,1,NA,0.120108,0
"Dc20232","locus064",1,0.96658,NA,1,1,NA,0.482112,NA,1,0
"Dc20232","locus065",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus073",1,1,1,1,0.991354,NA,1,NA,1,0
"Dc20232","locus074",1,1,1,1,1,NA,1,NA,0.239526,0
"Dc20232","locus076",0.36365,1,NA,NA,1,NA,0.649072,NA,1,0
"Dc20232","locus077",0.741192,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus080",1,1,NA,NA,1,NA,0.20135,NA,1,0
"Dc20232","locus083",1,NA,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus088",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus093",1,1,1,NA,1,NA,1,NA,1,0
"Dc20232","locus096",1,1,1,NA,1,NA,1,NA,0.659232,0
"Dc20232","locus098",0.5715,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus100",1,1,1,NA,1,NA,1,NA,1,0
"Dc20232","locus106",1,1,1,NA,1,NA,1,NA,1,0
"Dc20232","locus116",1,1,NA,NA,1,1,1,NA,1,0
"Dc20232","locus119",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus120",1,0.46347,NA,NA,0.572184,NA,1,NA,1,0
"Dc20232","locus128",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus129",1,1,NA,1,1,NA,0.469152,NA,1,0
"Dc20232","locus130",1,NA,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus134",1,1,1,NA,1,1,1,NA,1,0
"Dc20232","locus135",1,0.196428,NA,1,1,NA,1,NA,1,0
"Dc20232","locus137",1,0.127548,NA,1,1,NA,1,NA,1,0
"Dc20232","locus139",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus140",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus146",1,1,1,1,1,NA,1,NA,1,0
"Dc20232","locus148",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus151",1,NA,NA,1,1,NA,1,NA,1,0
"Dc20232","locus157",0.456606,NA,NA,NA,1,NA,1,NA,0.431656,0
"Dc20232","locus161",1,1,1,1,1,NA,1,NA,1,0
"Dc20232","locus165",0.999282,0.44896,NA,NA,0.999282,NA,0.638408,NA,0.999282,0
"Dc20232","locus170",1,1,NA,1,1,NA,0.136872,NA,1,0
"Dc20232","locus176",1,NA,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus184",1,1,1,1,1,NA,1,NA,1,0
"Dc20232","locus186",1,1,NA,1,1,NA,1,NA,1,0
"Dc20232","locus188",1,1,NA,NA,0.70216,NA,0.70216,NA,1,0
"Dc20232","locus189",1,1,NA,1,1,NA,1,1,1,0
"Dc20232","locus190",1,1,NA,NA,1,NA,1,1,1,0
"Dc20232","locus191",1,NA,NA,NA,0.71741,NA,1,1,1,0
"Dc20232","locus192",1,1,NA,NA,1,NA,1,1,1,0
"Dc20232","locus195",1,1,NA,NA,1,NA,1,1,1,0
"Dc20232","locus202",0.812484,1,NA,NA,1,NA,1,1,1,0
"Dc20232","locus215",0.298432,NA,NA,NA,1,NA,1,0.09526,1,0
"Dc20232","locus227",0.21742,1,1,NA,1,NA,1,1,1,0
"Dc20232","locus231",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus235",1,1,NA,NA,1,1,1,1,1,0
"Dc20232","locus236",1,1,NA,NA,1,NA,1,1,1,0
"Dc20232","locus237",1,1,NA,NA,1,NA,1,0.556008,1,0
"Dc20232","locus239",1,1,NA,NA,1,NA,0.11838,1,1,0
"Dc20232","locus248",1,1,NA,NA,1,NA,1,1,1,0
"Dc20232","locus256",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus263",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus264",1,1,NA,NA,1,NA,0.06668,NA,1,0
"Dc20232","locus274",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus280",0.47562,1,NA,NA,1,NA,0.47562,NA,1,0
"Dc20232","locus282",0.19927,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus286",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus291",1,0.509286,NA,NA,1,NA,0.06508,NA,0.05387,0
"Dc20232","locus292",1,1,NA,NA,0.574872,NA,0.33988,NA,1,0
"Dc20232","locus296",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus314",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus321",0.83231,1,NA,NA,1,NA,0.973776,NA,1,0
"Dc20232","locus322",0.55001,1,NA,NA,1,NA,0.776696,NA,1,0
"Dc20232","locus323",0.753928,1,NA,NA,1,NA,1,NA,0.60737,0
"Dc20232","locus329",1,1,NA,NA,0.72239,NA,0.969344,NA,1,0
"Dc20232","locus332",1,1,1,NA,1,NA,1,NA,1,0
"Dc20232","locus358",1,1,NA,NA,1,NA,1,NA,1,0
"Dc20232","locus359",1,1,NA,NA,1,NA,1,NA,1,0
"Dc22883","Dc22887",1,1,NA,NA,1,NA,1,NA,1,0
"Dc22883","Dc27955",0.99649,1,NA,NA,1,NA,1,NA,1,0
"Dc22883","Dc28124",1,0.10227,NA,NA,1,NA,1,NA,1,0
"Dc22883","Dc28776",1,1,NA,NA,1,NA,1,NA,1,0
"Dc22883","Dc30071",1,1,NA,NA,1,NA,1,NA,1,0
"Dc22883","Dc31007",1,NA,NA,NA,1,NA,1,NA,1,0
"Dc22883","Dc33907",0.56287,1,NA,NA,1,NA,1,NA,1,0
"Dc22883","Dc34902",1,1,NA,NA,1,NA,0.81033,NA,1,0
"Dc22883","Dc35779",1,1,NA,NA,1,1,1,NA,1,0
"Dc22883","Dc36571",1,1,NA,NA,1,NA,1,NA,1,0
"Dc22883","Dc36616",1,1,NA,NA,1,1,1,NA,1,0
"Dc22883","Dc40235",1,1,NA,NA,1,NA,1,NA,1,0
"Dc22883","Dc41234",1,1,NA,NA,1,NA,NA,NA,1,0
"Dc22883","Dc46984",1,1,NA,NA,1,1,0.996204,NA,1,0
"Dc22883","Dc47572",1,0.69469,1,NA,0.683064,1,0.612878,NA,1,0
