"Locus.1","Locus.2","p.val.Bird's Head-Summer","p.val.Bird's Head-Winter","p.val.HaevoSI-Summer","p.val.HaevoSI-Winter","p.val.IsabelSI-South","p.val.Malaysia","p.val.PNG","num.sig.p"
"Dc07300","locus188",0.73663,0.3988,Inf,NA,0.125054,NA,0.461308,0
"Dc07300","locus189",0.682486,0.467836,NA,0.466692,0.093968,0.827076,0.57924,0
"Dc07300","locus190",0.330444,0.439358,NA,NA,0.538642,1,0.891522,0
"Dc07300","locus191",0.98357,NA,Inf,NA,0.085648,0.71198,0.76988,0
"Dc07300","locus192",0.629376,0.361548,NA,NA,0.881528,0.28624,0.049042,1
"Dc07300","locus195",0.539178,0.96766,NA,NA,0.03756,1,0.94375,1
"Dc07300","locus202",0.508354,0.994332,NA,NA,0.04244,0.084606,0.854348,1
"Dc07300","locus215",0.167754,NA,NA,NA,0.834052,0.884478,1,0
"Dc07300","locus227",0.731958,0.36639,Inf,NA,0.01704,1,0.285998,1
"Dc07300","locus231",0.53476,0.3133,NA,NA,0.378426,NA,0.409442,0
"Dc07300","locus235",0.048834,0.335904,NA,NA,0.426566,Inf,0.75625,1
"Dc07300","locus236",0.208648,0.43649,NA,NA,0.246054,1,0.398796,0
"Dc07300","locus237",0.57601,0.00442,NA,NA,0.995418,0.095374,0.990712,1
"Dc07300","locus239",0.620428,0.957912,NA,NA,0.105662,0.714382,0.009792,1
"Dc07300","locus248",0.477614,0.264894,NA,NA,0.221016,0.086322,0.854348,0
"Dc07300","locus256",0.242848,0.039326,0.163944,NA,0.423344,0.600762,0.97659,1
"Dc07300","locus263",0.005744,0.319492,NA,NA,0.680896,NA,0.404072,1
"Dc07300","locus264",0.899336,0.254038,NA,NA,0.550694,NA,0.405072,0
"Dc07300","locus274",0.101682,0.77993,NA,NA,0.787674,NA,0.29704,0
"Dc07300","locus280",0.993452,0.158738,NA,NA,0.199058,NA,0.539154,0
"Dc07300","locus282",0.250632,0.510846,NA,NA,0.074568,NA,0.86789,0
"Dc07300","locus286",0.941472,0.668636,NA,NA,0.390404,NA,1,0
"Dc07300","locus291",0.981624,0.590902,NA,NA,0.536646,NA,0.756466,0
"Dc07300","locus292",0.475378,0.105012,NA,NA,0.654076,NA,0.093492,0
"Dc07300","locus296",0.181768,0.120046,NA,NA,0.465554,NA,0.653778,0
"Dc07300","locus301",0.152746,0.614484,NA,NA,0.208032,NA,0.824192,0
"Dc07300","locus314",0.512674,0.602766,NA,NA,0.912264,NA,0.509488,0
"Dc07300","locus321",0.963902,0.250604,NA,NA,0.89394,NA,0.75837,0
"Dc07300","locus322",0.060946,0.336228,NA,NA,0.054252,NA,0.463094,0
"Dc07300","locus323",0.363322,0.62062,NA,NA,0.852568,NA,0.905738,0
"Dc07300","locus329",0.54501,0.137714,NA,NA,0.670088,NA,0.479544,0
"Dc07300","locus332",0.907502,0.119182,0.500332,NA,0.968502,NA,0.065914,0
"Dc07300","locus358",0.415804,0.918866,NA,NA,0.727696,NA,0.092038,0
"Dc07300","locus359",0.003434,0.954306,NA,NA,0.263134,NA,0.399964,1
"Dc07300","locus360",0.244076,0.44229,NA,NA,0.735984,NA,0.549848,0
"Dc07937","Dc08054",0.71037,0.358998,NA,NA,0.470212,1,0.351768,0
"Dc07937","Dc08189",0.593526,0.22705,NA,NA,0.528932,0.402164,0.935014,0
"Dc07937","Dc08463",0.463156,0.005382,NA,NA,0.09309,0.426332,0.73652,1
"Dc07937","Dc08865",0.076774,0.366418,NA,NA,0.821454,1,1,0
"Dc07937","Dc10003",0.369782,NA,NA,NA,0.806708,Inf,NA,0
"Dc07937","Dc10390",1,0.835026,NA,NA,0.372796,Inf,0.474288,0
"Dc07937","Dc10878",0.43493,0.8365,NA,NA,0.893254,NA,1,0
"Dc07937","Dc10885",0.576394,0.315888,1,NA,0.953842,1,1,0
"Dc07937","Dc11203",0.80137,0.13338,NA,NA,0.303428,0.411372,0.25082,0
"Dc07937","Dc11714",0.73975,0.63403,NA,NA,0.055444,1,1,0
"Dc07937","Dc13159",0.698234,0.99529,NA,NA,0.801012,1,0.689004,0
"Dc07937","Dc13592",0.167972,0.94275,NA,NA,0.08956,0.732642,0.303218,0
"Dc07937","Dc14022",0.091128,0.429776,NA,NA,Inf,0.432248,Inf,0
"Dc07937","Dc14945",0.617436,0.954296,NA,NA,0.819742,Inf,0.500754,0
"Dc07937","Dc16747",0.305306,0.134286,1,NA,0.09018,Inf,0.100142,0
"Dc07937","Dc18951",0.046016,0.91163,NA,NA,0.459216,1,0.524564,1
"Dc07937","Dc20232",0.739838,0.440352,NA,NA,0.48652,1,0.769352,0
"Dc07937","Dc22883",0.678414,0.351188,NA,NA,0.12562,NA,0.444404,0
"Dc07937","Dc22887",0.330122,0.416258,NA,NA,0.84454,0.65947,0.089322,0
"Dc07937","Dc27955",0.729936,0.193076,NA,Inf,0.836176,NA,1,0
"Dc07937","Dc28124",0.80594,0.6736,NA,NA,0.725774,Inf,0.319814,0
"Dc07937","Dc28776",0.980572,0.327128,NA,NA,0.645424,0.658952,1,0
"Dc07937","Dc30071",0.086272,0.290308,NA,NA,0.307458,0.581264,0.01481,1
"Dc07937","Dc31007",0.767316,NA,NA,NA,0.728936,NA,1,0
"Dc07937","Dc33714",0.775458,0.800732,NA,NA,0.772834,1,0.640206,0
"Dc07937","Dc33907",0.182634,0.483576,NA,NA,0.048834,1,0.69698,1
"Dc07937","Dc34902",0.018776,0.948982,NA,NA,0.444,Inf,0.657682,1
"Dc07937","Dc35779",0.09307,0.874384,NA,NA,0.888694,0.66649,0.69836,0
"Dc07937","Dc36571",0.134394,0.535174,NA,NA,0.897378,1,1,0
"Dc07937","Dc36616",0.64513,0.565628,NA,NA,0.826728,0.810272,0.387914,0
"Dc07937","Dc40235",0.516714,0.689956,NA,NA,0.441058,0.656952,0.090506,0
"Dc07937","Dc41234",0.675018,0.975404,NA,NA,NA,NA,0.204186,0
"Dc07937","Dc46984",0.42874,0.166668,NA,NA,0.18851,1,0.567258,0
"Dc07937","Dc47572",0.909636,0.165146,1,NA,0.15021,0.80605,1,0
"Dc07937","Dc47935",0.127072,0.867866,NA,NA,0.288698,1,0.311924,0
"Dc07937","Dc48207",0.708486,0.330556,NA,NA,0.595836,1,1,0
"Dc07937","Dc48950",0.574356,0.441948,NA,NA,0.990594,1,0.510986,0
"Dc07937","Dc49080",0.024816,0.993186,NA,NA,0.455814,1,1,1
"Dc07937","Dc49184",0.780196,0.843126,NA,NA,0.14202,0.083366,0.317582,0
"Dc07937","Dc51020",0.40364,0.613362,NA,NA,0.168312,0.577684,0.471876,0
"Dc07937","Dc52523",0.168528,0.218142,NA,NA,0.749588,0.030498,0.10501,1
"Dc07937","Dc55481",0.540398,0.00849,NA,0.499092,0.060736,Inf,1,1
"Dc07937","Dc58248",0.312132,0.879858,NA,1,0.033698,NA,0.731842,1
"Dc07937","Dc62188",0.886212,0.925852,NA,1,0.805596,NA,0.394964,0
"Dc07937","Dc67011",0.126646,0.653674,NA,0.600212,0.93349,NA,0.499462,0
"Dc07937","locus003",0.87338,0.400716,NA,1,0.677796,NA,0.007674,1
"Dc07937","locus004",0.8807,0.330734,NA,1,0.991938,NA,0.69674,0
"Dc07937","locus005",0.43394,0.713974,NA,1,0.107242,NA,0.63322,0
"Dc07937","locus006",0.84889,0.825902,NA,0.59938,0.358434,NA,0.254114,0
"Dc07937","locus008",0.06576,0.454552,NA,0.599452,0.320174,NA,0.568388,0
"Dc07937","locus013",0.82571,0.270288,NA,1,0.025084,NA,0.567216,1
"Dc07937","locus014",0.243232,0.368684,NA,1,0.311104,NA,0.84879,0
"Dc07937","locus022",0.02823,0.57354,NA,0.401976,0.583936,NA,1,1
"Dc07937","locus024",0.418342,0.691224,NA,0.597734,0.50262,NA,0.656874,0
"Dc07937","locus025",0.060448,0.536662,NA,1,0.586004,NA,0.512026,0
"Dc07937","locus027",0.7998,0.412992,NA,NA,NA,NA,NA,0
"Dc07937","locus030",0.950336,0.759052,NA,NA,0.8868,NA,0.90179,0
"Dc07937","locus035",0.846086,0.624278,NA,NA,0.156216,NA,0.250066,0
"Dc07937","locus038",0.224732,0.449758,NA,NA,0.038284,NA,0.540998,1
"Dc07937","locus039",0.020162,0.196526,NA,NA,0.20762,NA,0.084002,1
"Dc07937","locus040",0.369862,0.136786,NA,NA,0.898008,NA,0.49954,0
"Dc07937","locus041",0.013488,0.60277,1,NA,0.550652,NA,0.72176,1
"Dc07937","locus045",0.478046,0.493576,NA,NA,0.587836,NA,0.074068,0
"Dc07937","locus047",0.089132,0.920924,NA,NA,0.74187,NA,0.002962,1
"Dc07937","locus048",0.096918,0.702164,NA,NA,0.081286,NA,1,0
"Dc07937","locus053",0.540282,0.94872,NA,NA,0.24933,NA,0.150446,0
"Dc07937","locus055",0.837108,0.546042,NA,NA,0.083118,NA,0.849596,0
"Dc07937","locus056",0.225586,0.295878,NA,0.602456,0.919788,NA,0.74841,0
"Dc07937","locus058",0.63395,0.878522,NA,1,0.242134,NA,0.903918,0
"Dc07937","locus060",0.676556,0.650764,NA,Inf,0.509594,NA,1,0
"Dc07937","locus061",0.447274,NA,NA,NA,0.530496,NA,1,0
"Dc07937","locus062",0.070644,0.509576,NA,0.601024,0.802352,NA,0.583848,0
"Dc07937","locus064",0.94534,0.370728,NA,0.599816,0.044622,NA,0.499748,1
"Dc07937","locus065",0.23991,0.150786,NA,0.397544,0.433248,NA,1,0
"Dc07937","locus073",0.584752,0.908226,1,0.396758,0.031192,NA,0.415312,1
"Dc07937","locus074",0.4588,0.016512,1,0.60154,0.549412,NA,1,1
"Dc07937","locus076",0.639612,0.680806,NA,NA,0.690614,NA,0.811972,0
"Dc07937","locus077",0.316452,0.369624,NA,Inf,0.784556,NA,0.076204,0
"Dc07937","locus080",0.550572,0.268192,NA,NA,0.637922,NA,0.84958,0
"Dc07937","locus083",0.08375,NA,NA,NA,0.619038,NA,0.52289,0
"Dc07937","locus088",0.798866,0.14572,NA,NA,0.831396,NA,1,0
"Dc07937","locus093",0.22872,Inf,Inf,NA,1,NA,0.444784,0
"Dc07937","locus096",0.874334,0.592792,1,NA,0.551034,NA,0.147706,0
"Dc07937","locus098",0.005802,0.207736,NA,NA,0.96853,NA,1,1
"Dc07937","locus100",0.320344,0.956266,1,NA,0.647686,NA,0.190532,0
"Dc07937","locus106",0.029292,0.73025,NA,NA,0.60401,NA,1,1
"Dc07937","locus116",0.348198,0.318058,NA,NA,0.107924,NA,0.236992,0
"Dc07937","locus119",0.76895,0.92644,NA,NA,0.74405,NA,1,0
"Dc07937","locus120",0.315522,0.473004,NA,NA,0.361316,NA,0.091678,0
"Dc07937","locus128",0.829294,0.241596,NA,0.50181,0.198368,NA,1,0
"Dc07937","locus129",0.24689,0.317266,1,1,0.186238,NA,0.271726,0
"Dc07937","locus130",0.344594,NA,Inf,NA,0.725278,NA,0.485532,0
"Dc07937","locus134",0.723994,0.567318,NA,NA,0.256124,NA,0.386802,0
"Dc07937","locus135",0.11577,0.20457,NA,1,0.401346,NA,1,0
"Dc07937","locus137",0.555458,0.783682,NA,0.601748,0.483342,NA,0.736948,0
"Dc07937","locus139",0.846946,0.885206,NA,0.598122,0.080014,NA,1,0
"Dc07937","locus140",0.84905,0.886806,NA,0.597188,0.077526,NA,1,0
"Dc07937","locus146",0.981718,0.118756,1,1,0.924032,NA,0.267474,0
"Dc07937","locus148",0.827798,0.69135,NA,1,0.612614,NA,0.477366,0
"Dc07937","locus151",0.571072,NA,NA,1,0.29149,NA,1,0
"Dc07937","locus157",0.804486,NA,NA,NA,0.675744,NA,0.090426,0
"Dc07937","locus161",0.170828,0.52423,NA,1,0.152016,NA,1,0
"Dc07937","locus165",0.545948,0.354538,NA,NA,0.740456,NA,1,0
"Dc07937","locus170",0.599736,0.288636,NA,1,0.696912,NA,0.63008,0
"Dc07937","locus176",0.279734,NA,NA,NA,0.047992,NA,1,1
"Dc07937","locus184",0.953154,0.035302,1,0.600436,0.675236,NA,0.11354,1
"Dc07937","locus186",0.820298,0.17228,NA,0.59878,0.049954,NA,0.453088,1
"Dc07937","locus188",0.681766,0.841712,NA,NA,0.806086,NA,0.412704,0
"Dc07937","locus189",0.977838,0.503722,NA,1,0.91141,0.486388,0.90236,0
"Dc07937","locus190",0.51335,0.969056,NA,NA,0.770086,0.811652,0.367528,0
"Dc07937","locus191",0.648804,NA,NA,NA,0.808934,1,0.5473,0
"Dc07937","locus192",0.118984,0.881646,NA,NA,0.137454,1,1,0
"Dc07937","locus195",0.809614,0.612418,NA,NA,0.108856,0.65577,0.073984,0
"Dc07937","locus202",0.358402,0.231098,NA,NA,0.419096,1,1,0
"Dc07937","locus215",0.353786,NA,NA,NA,0.386434,1,1,0
"Dc07937","locus227",0.610256,0.940862,Inf,NA,0.448882,0.199504,1,0
"Dc07937","locus231",0.60733,0.768618,NA,NA,0.436968,NA,0.316516,0
"Dc07937","locus235",0.341496,0.1402,NA,NA,0.500456,Inf,0.633404,0
"Dc07937","locus236",0.560922,0.873486,NA,NA,0.68576,0.65794,0.242186,0
"Dc07937","locus237",0.63735,0.333064,NA,NA,0.240426,0.808672,0.598118,0
"Dc07937","locus239",0.114758,0.190008,NA,NA,0.576308,1,0.468186,0
"Dc07937","locus248",0.350706,0.895708,NA,NA,0.342034,0.65967,0.474598,0
"Dc07937","locus256",0.08321,0.877276,0.499684,NA,0.144364,Inf,0.296248,0
"Dc07937","locus263",0.057268,0.690298,1,NA,0.872568,NA,0.501132,0
"Dc07937","locus264",0.999064,0.269212,NA,NA,0.83481,NA,0.764074,0
"Dc07937","locus274",0.373004,0.044284,NA,NA,0.768038,NA,1,1
"Dc07937","locus280",0.709422,0.522082,NA,NA,0.283188,NA,0.694622,0
"Dc07937","locus282",0.4594,0.590632,NA,NA,0.3258,NA,1,0
"Dc07937","locus286",0.157382,0.138352,NA,NA,0.779638,NA,1,0
"Dc07937","locus291",0.872064,0.891464,NA,NA,0.94899,NA,0.246582,0
"Dc07937","locus292",0.004924,0.23575,NA,NA,0.924556,NA,1,1
"Dc07937","locus296",0.633682,0.080028,NA,NA,0.428634,NA,0.58499,0
"Dc07937","locus301",0.287004,0.839502,NA,NA,0.453202,NA,1,0
"Dc07937","locus314",0.736122,0.349648,NA,NA,1,NA,1,0
"Dc07937","locus321",0.357504,0.164284,NA,NA,0.165548,NA,0.90196,0
"Dc07937","locus322",0.867112,0.655978,NA,NA,0.299948,NA,0.413654,0
"Dc07937","locus323",0.777684,0.941502,NA,NA,0.954248,NA,0.87046,0
"Dc07937","locus329",0.78741,0.743448,NA,NA,0.395404,NA,0.192356,0
"Dc07937","locus332",0.633246,0.826656,1,NA,0.986136,NA,1,0
"Dc07937","locus358",0.863252,0.29618,NA,NA,0.456838,NA,0.345412,0
"Dc07937","locus359",0.573578,0.919048,NA,NA,0.169018,NA,Inf,0
"Dc07937","locus360",0.6794,0.640682,NA,NA,0.563902,NA,0.904154,0
"Dc08054","Dc08189",0.226078,0.20461,NA,NA,0.45079,1,0.866396,0
"Dc08054","Dc08463",0.939614,0.591014,NA,NA,0.22626,1,0.892726,0
"Dc08054","Dc08865",0.539882,0.9985,NA,NA,0.014208,0.427682,0.075952,1
"Dc08054","Dc10003",0.889216,NA,NA,NA,0.778148,Inf,NA,0
"Dc08054","Dc10390",0.85354,0.675938,NA,NA,0.221308,Inf,0.387664,0
"Dc08054","Dc10878",0.955576,0.823752,NA,NA,0.412318,NA,0.672996,0
"Dc08054","Dc10885",0.94228,0.56604,0.164272,NA,0.38633,1,0.414258,0
"Dc08054","Dc11203",0.580124,0.357192,NA,NA,0.238704,0.570392,0.815556,0
"Dc08054","Dc11714",0.737122,0.193018,NA,NA,0.640536,1,1,0
"Dc08054","Dc13159",0.123692,0.498992,NA,NA,0.601316,1,0.933734,0
"Dc08054","Dc13592",0.908768,0.661284,NA,NA,0.396568,0.334792,0.009876,1
"Dc08054","Dc14022",0.617036,0.278764,NA,NA,Inf,1,Inf,0
"Dc08054","Dc14945",0.560606,0.62418,NA,NA,0.721152,Inf,0.53331,0
"Dc08054","Dc16747",0.518786,0.86321,0.333776,NA,0.486388,Inf,1,0
"Dc08054","Dc18951",0.243696,0.533494,NA,NA,0.812502,0.57151,0.4412,0
"Dc08054","Dc20232",0.66055,0.448134,NA,NA,0.509898,0.573184,1,0
"Dc08054","Dc22883",0.207796,0.080308,NA,NA,0.517338,NA,0.03657,1
"Dc08054","Dc22887",0.165086,0.582536,NA,NA,0.20792,0.42896,0.14044,0
"Dc08054","Dc27955",0.213558,0.07314,NA,NA,0.618634,NA,0.635288,0
"Dc08054","Dc28124",0.147108,0.785696,NA,NA,0.115822,Inf,0.432616,0
"Dc08054","Dc28776",0.702792,0.292126,NA,NA,0.432932,0.429172,0.532724,0
"Dc08054","Dc30071",0.05389,0.297638,NA,NA,0.39852,0.14308,0.24904,0
"Dc08054","Dc31007",0.881828,NA,NA,NA,0.0356,NA,0.209842,1
"Dc08054","Dc33714",0.80225,0.440672,NA,NA,0.826218,1,0.395708,0
"Dc08054","Dc33907",0.904464,0.651778,NA,NA,0.19642,1,0.553434,0
"Dc08054","Dc34902",0.756186,0.81664,NA,NA,0.629662,Inf,1,0
"Dc08054","Dc35779",0.330432,0.35474,NA,NA,0.97656,1,0.519476,0
"Dc08054","Dc36571",0.735324,0.983152,NA,NA,0.117056,0.199694,0.929324,0
"Dc08054","Dc36616",0.334952,0.814924,NA,NA,0.789532,0.2857,0.612964,0
"Dc08054","Dc40235",0.599842,0.848468,NA,NA,0.034548,0.428524,0.613818,1
"Dc08054","Dc41234",0.971782,0.178696,NA,NA,NA,NA,0.90643,0
"Dc08054","Dc46984",0.770486,0.618394,NA,NA,0.20068,1,0.115332,0
"Dc08054","Dc47572",0.887222,0.500614,1,NA,0.776476,1,0.076132,0
"Dc08054","Dc47935",0.85839,0.771362,NA,NA,0.081118,0.428428,0.884784,0
"Dc08054","Dc48207",0.812458,1,NA,NA,0.647472,1,0.585852,0
"Dc08054","Dc48950",0.745166,0.74673,NA,NA,0.548852,0.426668,0.681298,0
"Dc08054","Dc49080",0.634318,0.715476,NA,NA,0.030594,0.285274,0.197982,1
"Dc08054","Dc49184",0.386868,0.894472,NA,NA,0.19672,1,0.43274,0
"Dc08054","Dc51020",0.021662,0.817558,NA,NA,0.715508,0.142522,0.784382,1
"Dc08054","Dc52523",0.683406,0.07801,NA,NA,0.823512,1,0.099652,0
"Dc08054","Dc55481",0.470018,0.898826,NA,0.498696,0.86129,NA,0.10962,0
"Dc08054","Dc58248",0.350244,0.02912,NA,0.485046,0.926026,NA,0.465394,1
"Dc08054","Dc62188",0.061262,0.455386,Inf,1,0.285622,NA,0.214656,0
"Dc08054","Dc67011",0.889506,0.819514,NA,1,0.200842,NA,0.216198,0
"Dc08054","locus003",0.90797,0.783008,NA,1,0.307258,NA,0.411084,0
"Dc08054","locus004",0.486184,0.46122,NA,1,0.05722,NA,1,0
"Dc08054","locus005",0.339686,0.719572,NA,1,0.291748,NA,0.532934,0
"Dc08054","locus006",0.897212,0.558398,NA,1,0.821002,NA,0.904542,0
"Dc08054","locus008",0.552526,0.159858,NA,1,0.00623,NA,0.021936,2
"Dc08054","locus013",0.215732,0.416354,NA,0.65567,0.666936,NA,0.834202,0
"Dc08054","locus014",0.153486,0.539178,NA,0.658714,0.232506,NA,0.040236,1
"Dc08054","locus022",0.954978,0.813236,NA,0.82584,0.240782,NA,0.222952,0
"Dc08054","locus024",0.496678,0.956208,NA,1,0.728956,NA,0.91688,0
"Dc08054","locus025",0.418342,0.009144,NA,0.800336,0.509748,NA,0.13967,1
"Dc08054","locus027",0.410184,0.53015,NA,NA,NA,NA,NA,0
"Dc08054","locus030",0.381968,0.689546,NA,NA,0.972856,NA,0.924232,0
"Dc08054","locus035",0.476622,0.78006,NA,NA,0.58872,NA,1,0
"Dc08054","locus038",0.042484,0.952688,NA,NA,0.9947,NA,0.124028,1
"Dc08054","locus039",0.923082,0.55467,NA,NA,0.257802,NA,0.327538,0
"Dc08054","locus040",0.353626,0.35068,NA,NA,0.316862,NA,0.55004,0
"Dc08054","locus041",0.545946,0.524666,0.333646,NA,0.725582,NA,0.655682,0
"Dc08054","locus045",0.142546,0.195544,NA,NA,0.968042,NA,0.680842,0
"Dc08054","locus047",0.403628,0.888566,NA,NA,0.25081,NA,0.060528,0
"Dc08054","locus048",0.34839,0.49014,NA,NA,0.48612,NA,0.42961,0
"Dc08054","locus053",0.702346,0.880012,NA,NA,0.602642,NA,0.409398,0
"Dc08054","locus055",0.406506,0.482126,NA,NA,0.769604,NA,0.417476,0
"Dc08054","locus056",0.542658,0.102638,NA,0.143934,0.440816,NA,0.382142,0
"Dc08054","locus058",0.698566,0.85489,NA,0.057024,0.681452,NA,0.184348,0
"Dc08054","locus060",0.05602,0.618172,NA,1,0.688482,NA,0.284714,0
"Dc08054","locus061",0.023508,NA,NA,NA,0.541488,NA,1,1
"Dc08054","locus062",0.26111,0.482942,NA,0.57014,0.125816,NA,0.00995,1
"Dc08054","locus064",0.072504,0.574228,NA,1,0.958626,NA,0.220906,0
"Dc08054","locus065",0.7137,0.014516,NA,0.572696,0.397442,NA,0.798902,1
"Dc08054","locus073",0.315594,0.26818,1,0.799918,0.202022,NA,0.982106,0
"Dc08054","locus074",0.537836,0.513304,1,1,0.029716,NA,0.79066,1
"Dc08054","locus076",0.90627,0.355058,NA,NA,0.750812,NA,0.105454,0
"Dc08054","locus077",0.927576,0.036712,NA,Inf,0.332728,NA,0.23426,1
"Dc08054","locus080",0.20859,0.54133,NA,NA,0.483548,NA,0.487694,0
"Dc08054","locus083",0.001836,NA,NA,NA,0.900256,NA,0.70572,1
"Dc08054","locus088",0.997516,0.46312,NA,NA,0.330638,NA,0.8943,0
"Dc08054","locus093",1,Inf,Inf,NA,0.045896,NA,1,1
"Dc08054","locus096",0.438988,0.380834,0.500322,NA,0.997858,NA,0.67374,0
"Dc08054","locus098",0.432666,0.23677,NA,NA,0.953584,NA,0.956792,0
"Dc08054","locus100",0.177564,0.497642,1,NA,0.741168,NA,0.089162,0
"Dc08054","locus106",0.253354,0.6958,NA,NA,0.72091,NA,0.42181,0
"Dc08054","locus116",0.633864,0.699266,NA,NA,0.942216,NA,0.357994,0
"Dc08054","locus119",0.709902,0.175138,NA,NA,0.082952,NA,0.265404,0
"Dc08054","locus120",0.35122,0.793192,NA,NA,0.07125,NA,0.939878,0
"Dc08054","locus128",0.827928,0.779642,NA,0.500732,0.533094,NA,1,0
"Dc08054","locus129",0.236242,0.310844,1,0.486308,0.419778,NA,1,0
"Dc08054","locus130",0.996524,NA,Inf,NA,0.698538,NA,0.343968,0
"Dc08054","locus134",0.854962,0.769936,NA,NA,0.225204,NA,0.616198,0
"Dc08054","locus135",0.41643,0.402684,NA,0.569102,0.495074,NA,0.226504,0
"Dc08054","locus137",0.592006,0.89263,NA,1,0.036982,NA,0.164116,1
"Dc08054","locus139",0.00937,0.128718,NA,0.571802,0.973316,NA,0.764368,1
"Dc08054","locus140",0.009594,0.128984,NA,0.56998,0.972354,NA,0.765032,1
"Dc08054","locus146",0.136034,0.596528,1,0.601898,0.041868,NA,0.816326,1
"Dc08054","locus148",0.160568,0.883382,NA,1,0.37059,NA,0.450116,0
"Dc08054","locus151",0.102276,NA,NA,1,0.26985,NA,0.900624,0
"Dc08054","locus157",0.472208,NA,NA,NA,0.361694,NA,0.193482,0
"Dc08054","locus161",0.56752,0.026382,NA,0.570808,0.497838,NA,0.686066,1
"Dc08054","locus165",0.33517,0.950012,NA,NA,0.191578,NA,0.938318,0
"Dc08054","locus170",0.977912,0.54145,NA,0.486122,0.581284,NA,0.79149,0
"Dc08054","locus176",0.643922,NA,NA,NA,0.148198,NA,0.786362,0
"Dc08054","locus184",0.592502,0.048408,0.500612,1,0.525224,NA,0.076982,1
"Dc08054","locus186",0.412132,0.509264,NA,1,0.652888,NA,0.39118,0
"Dc08054","locus188",0.520118,0.67067,NA,NA,0.508738,NA,0.341638,0
"Dc08054","locus189",0.433528,0.516324,NA,0.802804,0.673158,1,0.85595,0
"Dc08054","locus190",0.932792,0.7543,NA,NA,0.867216,0.284936,0.515742,0
"Dc08054","locus191",0.750368,NA,NA,NA,0.899032,0.572642,0.269382,0
"Dc08054","locus192",0.993016,0.182332,NA,NA,0.21494,0.286522,0.250934,0
"Dc08054","locus195",0.200168,0.296798,NA,NA,0.44992,1,0.880736,0
"Dc08054","locus202",0.090648,0.635004,NA,NA,0.257054,0.428178,0.35642,0
"Dc08054","locus215",0.760426,NA,NA,NA,0.263538,0.43096,1,0
"Dc08054","locus227",0.189982,0.145298,Inf,NA,0.754816,1,1,0
"Dc08054","locus231",0.922924,0.707558,NA,NA,0.993476,NA,0.460838,0
"Dc08054","locus235",0.535886,0.71981,NA,NA,0.255648,Inf,0.811342,0
"Dc08054","locus236",0.29742,0.45763,NA,NA,0.845332,0.427904,0.339382,0
"Dc08054","locus237",0.614876,0.391508,NA,NA,0.711214,1,0.091408,0
"Dc08054","locus239",0.854516,0.049498,NA,NA,0.070116,0.568194,0.127512,1
"Dc08054","locus248",0.43647,0.851292,NA,NA,0.810846,0.428986,0.148218,0
"Dc08054","locus256",0.352446,0.537066,1,NA,0.175584,NA,0.781292,0
"Dc08054","locus263",0.195586,0.317872,1,NA,1,NA,1,0
"Dc08054","locus264",0.144474,0.151936,NA,NA,0.933152,NA,0.084418,0
"Dc08054","locus274",0.984224,0.732336,NA,NA,0.616596,NA,0.19824,0
"Dc08054","locus280",0.383554,0.394788,NA,NA,0.336814,NA,0.716768,0
"Dc08054","locus282",0.163572,0.482942,NA,NA,0.25348,NA,0.938134,0
"Dc08054","locus286",0.39046,0.90766,NA,NA,0.42201,NA,1,0
"Dc08054","locus291",0.370058,0.92592,NA,NA,0.113554,NA,0.872184,0
"Dc08054","locus292",0.61324,0.117062,NA,NA,0.246146,NA,0.477392,0
"Dc08054","locus296",0.502052,0.024382,NA,NA,0.131756,NA,0.245566,1
"Dc08054","locus301",0.335632,0.188156,NA,NA,0.835954,NA,0.538666,0
"Dc08054","locus314",0.042328,0.645384,NA,NA,0.586466,NA,0.82207,1
"Dc08054","locus321",0.05137,0.257102,NA,NA,0.47425,NA,0.923842,0
"Dc08054","locus322",0.503404,0.141372,NA,NA,0.212766,NA,0.89039,0
"Dc08054","locus323",0.970228,0.985114,NA,NA,0.171922,NA,0.768438,0
"Dc08054","locus329",0.51964,0.487422,NA,NA,0.556364,NA,0.097434,0
"Dc08054","locus332",0.544754,0.359334,0.500216,NA,0.087598,NA,0.224042,0
"Dc08054","locus358",0.865306,0.12789,NA,NA,0.907754,NA,0.675732,0
"Dc08054","locus359",0.23593,0.112736,NA,NA,0.997818,NA,1,0
"Dc08054","locus360",0.804286,0.407684,NA,NA,0.09161,NA,0.787876,0
"Dc08189","Dc08463",0.349196,0.364234,NA,NA,0.870498,1,0.133616,0
"Dc08189","Dc08865",0.700238,0.833726,NA,NA,0.811924,1,0.964304,0
"Dc08189","Dc10003",0.926984,NA,NA,NA,0.715512,Inf,NA,0
"Dc08189","Dc10390",0.725822,0.639752,NA,NA,0.197108,Inf,0.834084,0
"Dc08189","Dc10878",0.157376,0.380274,NA,NA,0.69674,NA,1,0
"Dc08189","Dc10885",0.85304,0.742008,1,NA,0.761226,0.599192,0.511952,0
"Dc08189","Dc11203",1,0.081108,NA,NA,0.134472,1,0.538508,0
"Dc08189","Dc11714",0.862902,0.407038,NA,NA,0.334526,1,0.126226,0
"Dc08189","Dc13159",0.883582,0.389544,NA,NA,0.335198,1,0.330048,0
"Dc08189","Dc13592",0.529502,0.464256,NA,NA,0.299084,1,0.702124,0
"Dc08189","Dc14022",0.73054,0.498604,NA,NA,Inf,1,Inf,0
